Person Count,Height (cm),Weight (kg),Gender,Age,Time of Day,Density Level,Occlusion Level,Clothing Color,Posture,Carrying Object,Facial Visibility,Emotion,Group Size,Distance from Camera (m),Walking Speed (m/s)
8,174,91,Female,44,Afternoon,High,Medium,Purple,Upright,No Object,Partially Visible,Happy,7,34,1.71
22,157,73,Male,33,Evening,High,Low,Brown,Moving,No Object,Partially Visible,Neutral,10,48,1.97
9,178,70,Male,45,Afternoon,Medium,Low,Purple,Upright,Laptop,Visible,Happy,1,44,2.58
14,163,60,Male,43,Afternoon,Medium,Medium,Black,Upright,No Object,Not Visible,Neutral,1,35,1.9
9,150,49,Male,41,Morning,High,Low,Red,Mixed,No Object,Partially Visible,Sad,10,48,1.83
14,159,88,Female,39,Evening,Low,Low,Blue,Mixed,No Object,Not Visible,Neutral,7,54,2.44
14,169,86,Female,56,Evening,Low,High,Black,Bending,Bag,Partially Visible,Neutral,6,40,2.09
5,180,53,Male,27,Evening,Medium,Low,Brown,Mixed,No Object,Visible,Happy,8,54,2.5
16,145,80,Female,32,Afternoon,Low,Medium,Yellow,Upright,No Object,Not Visible,Sad,8,27,1.79
20,188,63,Male,24,Morning,Medium,High,Yellow,Upright,No Object,Not Visible,Happy,5,34,1.79
23,174,66,Female,39,Afternoon,Low,Medium,Yellow,Upright,No Object,Not Visible,Neutral,7,40,2.12
11,184,87,Female,59,Afternoon,Medium,Low,Brown,Upright,No Object,Not Visible,Happy,6,36,2.16
22,186,87,Male,41,Morning,High,Medium,Red,Moving,No Object,Not Visible,Neutral,3,14,1.36
22,151,54,Female,21,Night,High,High,Black,Moving,No Object,Partially Visible,Neutral,9,30,1.41
24,149,60,Male,56,Afternoon,High,High,Yellow,Upright,Purse,Visible,Neutral,5,12,1.26
12,179,86,Male,49,Afternoon,Medium,Low,Yellow,Upright,No Object,Partially Visible,Neutral,10,42,2.09
22,153,90,Male,33,Evening,Very High,Low,Yellow,Mixed,No Object,Partially Visible,Neutral,5,48,1.78
16,151,48,Female,19,Night,High,Medium,Red,Bending,Purse,Partially Visible,Neutral,3,42,1.88
6,166,86,Male,31,Afternoon,Medium,Low,Black,Upright,No Object,Visible,Neutral,10,52,2.26
10,186,69,Male,50,Evening,Low,High,Brown,Upright,No Object,Partially Visible,Sad,2,40,2.12
18,180,74,Male,39,Morning,High,Medium,Blue,Upright,Bag,Not Visible,Happy,11,25,1.33
8,168,48,Male,20,Evening,Medium,High,Green,Upright,Purse,Visible,Happy,7,8,1.46
13,153,79,Female,19,Morning,High,High,Red,Upright,Purse,Visible,Happy,6,6,1.17
20,160,78,Female,58,Morning,High,Medium,Blue,Bending,Purse,Partially Visible,Happy,3,57,2.23
7,175,78,Male,33,Evening,Very High,High,Red,Upright,Bag,Visible,Neutral,3,47,1.56
14,152,84,Male,44,Morning,Very High,Medium,Purple,Bending,No Object,Visible,Happy,3,23,1.56
9,168,92,Male,29,Morning,High,Low,Purple,Upright,No Object,Partially Visible,Happy,10,57,2.13
15,145,87,Male,16,Morning,Very High,High,Green,Upright,Laptop,Not Visible,Happy,3,18,1.14
9,159,82,Female,31,Night,Very High,Medium,Red,Upright,No Object,Visible,Neutral,1,47,1.85
24,156,94,Male,45,Evening,Low,High,Green,Moving,Purse,Visible,Neutral,3,16,1.88
6,175,78,Male,28,Afternoon,High,Low,Black,Moving,No Object,Visible,Neutral,7,44,2.03
24,186,78,Female,40,Night,Low,Low,Blue,Upright,No Object,Partially Visible,Sad,6,8,1.83
20,151,72,Female,33,Afternoon,Medium,High,Brown,Upright,Purse,Visible,Happy,5,42,2.02
22,180,83,Male,28,Night,Medium,Low,Purple,Bending,Purse,Visible,Neutral,11,30,1.9
22,174,48,Male,24,Afternoon,Medium,Medium,Yellow,Upright,Purse,Partially Visible,Happy,4,37,2.15
8,188,70,Female,24,Morning,Low,Medium,Yellow,Bending,No Object,Not Visible,Sad,10,7,1.41
23,186,66,Male,24,Morning,Low,Low,Yellow,Mixed,No Object,Visible,Happy,2,25,2.54
16,149,90,Male,46,Afternoon,Low,Low,Red,Upright,Purse,Partially Visible,Sad,6,13,1.97
24,178,48,Female,28,Morning,High,High,Black,Bending,No Object,Partially Visible,Neutral,2,38,1.63
22,171,77,Female,47,Morning,Very High,Low,Black,Bending,Purse,Visible,Neutral,1,5,1.34
16,150,54,Female,26,Afternoon,Very High,Medium,Red,Bending,Purse,Not Visible,Neutral,8,54,1.54
12,156,89,Male,27,Night,Medium,Medium,Blue,Upright,No Object,Visible,Neutral,8,14,1.62
7,186,87,Male,56,Morning,Medium,Medium,Black,Bending,No Object,Visible,Happy,7,33,2.09
7,169,56,Male,54,Morning,Very High,Medium,Yellow,Upright,Purse,Visible,Sad,5,59,1.76
12,160,88,Female,31,Night,Low,Low,Blue,Moving,No Object,Visible,Neutral,3,27,2.5
21,159,69,Female,24,Morning,Very High,High,Black,Bending,No Object,Partially Visible,Happy,9,34,1.27
15,182,93,Male,46,Night,High,Low,Red,Upright,Bag,Partially Visible,Happy,3,57,2.42
14,157,81,Female,15,Evening,Medium,Low,Red,Mixed,No Object,Partially Visible,Neutral,6,8,1.69
9,152,46,Male,33,Night,Low,High,Brown,Moving,Purse,Partially Visible,Neutral,11,35,1.89
16,170,55,Male,40,Evening,Low,Low,Black,Bending,No Object,Visible,Neutral,8,36,2.37
17,189,65,Female,44,Evening,Medium,Low,Yellow,Mixed,No Object,Not Visible,Neutral,10,44,2.0
24,153,55,Male,17,Morning,Medium,High,Purple,Moving,Purse,Not Visible,Happy,3,38,1.96
19,156,51,Male,12,Evening,High,Low,Blue,Upright,No Object,Visible,Sad,1,31,1.89
17,166,93,Male,25,Evening,High,Low,Green,Bending,Purse,Partially Visible,Happy,10,35,1.86
23,153,88,Female,17,Night,Medium,Medium,Yellow,Bending,No Object,Not Visible,Neutral,7,20,1.63
13,174,66,Male,36,Morning,Low,High,Red,Bending,Purse,Visible,Sad,9,23,1.68
23,156,55,Male,56,Morning,Medium,High,Yellow,Mixed,Purse,Visible,Neutral,10,57,2.02
12,150,54,Female,25,Morning,Low,High,Purple,Upright,Purse,Visible,Neutral,5,41,2.16
7,156,90,Male,33,Night,High,High,Red,Upright,No Object,Not Visible,Sad,2,42,1.56
13,186,61,Male,22,Morning,High,Low,Red,Upright,No Object,Partially Visible,Happy,11,12,1.45
7,187,45,Female,14,Night,High,Medium,Brown,Moving,No Object,Partially Visible,Happy,4,26,1.71
7,167,64,Female,45,Afternoon,Medium,Low,Black,Upright,Bag,Not Visible,Happy,2,17,2.0
22,163,67,Female,24,Afternoon,Medium,High,Purple,Upright,Purse,Visible,Happy,7,57,2.25
20,181,76,Male,38,Night,High,High,Black,Upright,Purse,Not Visible,Neutral,1,59,1.97
9,153,61,Female,44,Evening,High,Low,Brown,Bending,No Object,Partially Visible,Neutral,1,23,1.81
21,174,91,Male,52,Evening,High,High,Blue,Upright,No Object,Partially Visible,Neutral,9,27,1.34
6,175,77,Male,20,Night,Medium,Medium,Green,Upright,No Object,Visible,Neutral,1,42,2.24
10,176,94,Male,39,Night,Very High,Low,Blue,Upright,No Object,Visible,Neutral,7,13,1.33
19,154,63,Male,55,Evening,Low,Medium,Blue,Upright,No Object,Visible,Happy,5,35,2.39
11,177,77,Male,35,Afternoon,Medium,High,Red,Upright,No Object,Visible,Neutral,2,16,1.75
19,172,63,Male,13,Night,High,Low,Purple,Upright,No Object,Visible,Neutral,11,34,1.74
22,184,79,Male,24,Evening,Low,Low,Red,Bending,Purse,Visible,Neutral,2,44,2.67
6,152,82,Male,50,Night,High,High,Black,Upright,No Object,Partially Visible,Sad,8,45,1.46
5,172,61,Female,50,Night,Medium,Medium,Black,Upright,No Object,Not Visible,Sad,2,11,1.46
23,182,91,Female,27,Evening,Low,Medium,Red,Bending,Purse,Visible,Neutral,7,20,2.01
15,157,87,Male,21,Afternoon,Low,Medium,Yellow,Upright,Purse,Visible,Neutral,2,24,2.26
15,178,89,Female,26,Night,High,Medium,Black,Upright,No Object,Partially Visible,Neutral,10,44,1.69
14,149,55,Female,23,Night,High,Low,Red,Upright,Purse,Partially Visible,Sad,6,23,1.55
13,177,80,Female,47,Morning,Medium,Low,Red,Upright,No Object,Partially Visible,Neutral,1,30,2.16
18,172,50,Male,52,Evening,Low,High,Brown,Bending,Purse,Not Visible,Neutral,1,17,1.76
16,153,50,Male,14,Evening,Low,Medium,Brown,Mixed,Laptop,Visible,Happy,6,23,2.19
8,147,93,Male,47,Evening,Low,Medium,Green,Upright,No Object,Visible,Sad,6,31,2.07
17,178,52,Male,48,Night,High,High,Green,Bending,Purse,Not Visible,Neutral,4,16,1.24
18,155,88,Male,41,Afternoon,Low,Low,Red,Mixed,No Object,Partially Visible,Neutral,7,11,1.91
7,167,66,Female,53,Night,Low,High,Red,Upright,No Object,Partially Visible,Sad,9,12,1.5
12,147,60,Male,13,Evening,Low,High,Black,Moving,No Object,Not Visible,Neutral,9,30,1.73
20,188,48,Female,45,Morning,Medium,High,Green,Bending,No Object,Visible,Neutral,9,14,1.42
17,169,78,Female,18,Evening,High,Low,Blue,Bending,No Object,Visible,Happy,11,6,1.41
7,186,81,Male,55,Morning,High,Low,Green,Mixed,No Object,Visible,Neutral,3,50,2.27
5,152,68,Female,35,Night,Medium,Medium,Brown,Upright,No Object,Not Visible,Neutral,1,58,2.28
16,154,85,Male,16,Night,Very High,High,Green,Mixed,No Object,Not Visible,Neutral,2,33,1.26
14,172,61,Female,47,Night,Medium,High,Green,Upright,No Object,Visible,Neutral,1,38,2.02
24,172,72,Female,47,Evening,Very High,Medium,Blue,Bending,No Object,Visible,Neutral,4,14,1.22
15,180,59,Female,34,Afternoon,High,Medium,Brown,Upright,No Object,Partially Visible,Happy,2,9,1.41
23,186,74,Male,26,Afternoon,Low,Low,Red,Upright,No Object,Visible,Happy,11,9,2.11
9,181,51,Male,12,Night,High,Medium,Purple,Upright,Purse,Not Visible,Happy,4,15,1.41
13,151,68,Male,55,Morning,Medium,High,Black,Mixed,Bag,Visible,Sad,3,11,1.44
7,158,72,Male,20,Night,High,High,Blue,Bending,No Object,Not Visible,Happy,6,45,1.64
16,186,72,Male,52,Afternoon,Low,Low,Yellow,Moving,No Object,Partially Visible,Happy,5,47,2.73
8,169,67,Female,40,Evening,Medium,High,Purple,Upright,Laptop,Visible,Neutral,1,45,2.1
14,184,77,Male,44,Evening,Very High,Low,Red,Upright,Purse,Partially Visible,Neutral,11,20,1.18
11,170,70,Male,45,Morning,Low,Medium,Blue,Upright,Bag,Partially Visible,Neutral,8,25,1.98
8,147,59,Female,53,Morning,Low,Medium,Blue,Upright,Purse,Visible,Neutral,10,24,1.9
6,166,55,Male,13,Morning,Medium,Medium,Red,Upright,Purse,Visible,Neutral,11,13,1.49
15,182,77,Male,59,Night,Medium,High,Yellow,Mixed,No Object,Not Visible,Neutral,10,31,1.51
23,174,91,Female,14,Morning,High,Medium,Blue,Moving,No Object,Partially Visible,Sad,3,34,1.7
8,150,82,Female,59,Evening,High,Low,Green,Upright,Purse,Partially Visible,Neutral,9,16,1.42
13,154,76,Female,24,Morning,Very High,Low,Yellow,Upright,Purse,Visible,Neutral,1,20,1.57
9,183,91,Male,52,Night,Medium,Medium,Brown,Bending,Purse,Partially Visible,Happy,4,30,2.04
21,189,89,Female,16,Night,Medium,Medium,Brown,Bending,Bag,Partially Visible,Neutral,9,10,1.35
13,178,70,Male,34,Afternoon,Low,Medium,Red,Bending,No Object,Visible,Sad,8,37,2.16
24,149,50,Male,38,Morning,Low,Low,Purple,Bending,No Object,Visible,Happy,9,24,2.24
9,172,76,Male,57,Afternoon,High,Low,Red,Upright,Laptop,Visible,Neutral,9,44,1.95
6,182,76,Female,17,Evening,Low,High,Brown,Upright,Laptop,Partially Visible,Neutral,1,46,2.31
16,173,58,Male,13,Evening,Low,Medium,Brown,Mixed,Laptop,Visible,Sad,7,25,1.95
18,171,87,Male,43,Evening,Very High,Medium,Green,Moving,Purse,Not Visible,Happy,7,24,1.21
24,166,88,Male,14,Evening,Medium,Medium,Yellow,Mixed,Bag,Visible,Sad,2,34,2.07
22,156,61,Male,49,Evening,Low,Low,Purple,Upright,No Object,Not Visible,Happy,3,7,1.93
22,157,68,Male,13,Morning,High,Low,Red,Bending,No Object,Visible,Sad,6,15,1.45
17,178,54,Male,58,Morning,Medium,Low,Purple,Upright,No Object,Partially Visible,Sad,7,11,1.55
12,148,53,Male,37,Night,Very High,Medium,Blue,Mixed,No Object,Partially Visible,Neutral,10,20,1.02
13,148,58,Female,57,Evening,High,Low,Yellow,Upright,Laptop,Partially Visible,Sad,8,37,1.76
7,162,63,Female,18,Night,Low,Low,Yellow,Bending,No Object,Not Visible,Sad,11,18,1.66
13,179,58,Female,25,Evening,Low,High,Black,Upright,Purse,Visible,Sad,3,33,2.08
12,174,52,Female,33,Afternoon,Medium,Low,Purple,Upright,No Object,Visible,Neutral,5,43,2.31
5,171,67,Female,13,Evening,High,Medium,Yellow,Upright,Purse,Visible,Neutral,3,42,1.87
9,169,76,Female,16,Evening,Medium,Low,Black,Bending,No Object,Partially Visible,Happy,10,34,1.97
15,149,61,Male,27,Morning,High,Low,Blue,Moving,Purse,Not Visible,Happy,7,36,1.86
12,159,71,Female,47,Afternoon,Medium,Low,Black,Mixed,No Object,Visible,Neutral,6,29,2.05
24,148,58,Male,46,Evening,Medium,High,Purple,Bending,No Object,Partially Visible,Happy,7,32,1.79
14,179,80,Female,16,Morning,Low,Medium,Blue,Bending,No Object,Visible,Sad,4,48,2.36
24,178,77,Male,14,Morning,Low,Medium,Purple,Moving,Purse,Not Visible,Happy,10,31,2.07
18,156,93,Male,43,Morning,Medium,High,Blue,Upright,Purse,Visible,Happy,7,24,1.73
5,158,47,Female,29,Evening,Medium,Low,Brown,Moving,Bag,Not Visible,Happy,6,57,2.44
9,159,87,Male,50,Morning,Very High,Medium,Brown,Moving,Bag,Partially Visible,Happy,8,55,1.82
19,185,62,Male,26,Afternoon,Low,Low,Blue,Bending,No Object,Not Visible,Happy,9,52,2.56
15,166,48,Female,29,Morning,High,Medium,Black,Upright,No Object,Partially Visible,Neutral,5,50,1.96
11,179,79,Male,22,Afternoon,Low,High,Blue,Upright,No Object,Visible,Happy,9,26,2.02
15,165,53,Male,24,Morning,High,Low,Green,Upright,No Object,Not Visible,Sad,9,57,1.87
23,176,53,Female,45,Night,Low,High,Purple,Mixed,No Object,Visible,Neutral,8,40,2.08
12,168,93,Female,34,Afternoon,High,Medium,Red,Bending,Laptop,Visible,Neutral,2,53,2.18
5,157,56,Male,43,Morning,Low,Low,Purple,Bending,Bag,Visible,Neutral,3,6,1.96
11,184,72,Male,15,Evening,Low,Low,Brown,Upright,No Object,Not Visible,Happy,1,10,2.15
23,176,55,Female,37,Night,Medium,Medium,Yellow,Moving,Purse,Partially Visible,Happy,4,6,1.65
20,179,51,Male,34,Night,Medium,Medium,Blue,Upright,Laptop,Visible,Sad,2,59,2.37
21,187,45,Male,55,Night,Medium,Low,Purple,Upright,No Object,Not Visible,Neutral,7,22,1.75
23,156,45,Male,32,Afternoon,Medium,Medium,Blue,Bending,Laptop,Visible,Happy,11,7,1.6
7,149,68,Female,16,Afternoon,Very High,Low,Black,Upright,Bag,Visible,Neutral,1,46,1.95
10,171,66,Male,45,Afternoon,Medium,High,Red,Upright,Bag,Visible,Neutral,4,48,2.05
6,159,46,Male,19,Afternoon,Medium,Low,Purple,Upright,Purse,Visible,Happy,1,55,2.71
5,164,62,Male,55,Night,Very High,Medium,Brown,Upright,No Object,Partially Visible,Happy,1,36,1.76
21,155,58,Male,30,Morning,High,High,Blue,Mixed,No Object,Visible,Neutral,1,42,1.72
23,162,73,Female,49,Night,Medium,Medium,Brown,Moving,Bag,Visible,Neutral,7,38,2.1
8,162,94,Male,43,Night,Medium,High,Blue,Mixed,No Object,Visible,Neutral,11,43,1.86
19,160,79,Male,34,Night,Low,High,Black,Mixed,No Object,Not Visible,Happy,8,33,1.91
15,178,90,Male,40,Evening,Medium,Low,Black,Upright,No Object,Partially Visible,Happy,8,6,1.77
6,171,54,Female,20,Night,Medium,Low,Purple,Upright,No Object,Visible,Happy,2,14,2.11
23,166,55,Female,15,Morning,High,Medium,Green,Bending,No Object,Partially Visible,Neutral,10,56,1.94
22,150,82,Female,48,Night,High,Low,Red,Upright,Laptop,Visible,Sad,7,7,1.4
16,170,60,Male,58,Evening,Low,Medium,Black,Mixed,Purse,Not Visible,Neutral,11,9,1.65
19,152,87,Male,53,Night,Low,Low,Purple,Upright,No Object,Visible,Happy,5,49,2.71
12,159,68,Male,26,Morning,Medium,High,Yellow,Bending,No Object,Visible,Happy,8,57,2.21
20,163,55,Male,29,Night,Medium,Medium,Red,Bending,Purse,Visible,Happy,6,29,1.94
13,151,87,Female,29,Evening,Medium,Medium,Red,Mixed,Purse,Visible,Sad,6,12,1.5
24,162,72,Female,45,Morning,High,Medium,Yellow,Bending,Bag,Visible,Neutral,2,37,2.01
6,157,85,Male,41,Evening,Medium,High,Yellow,Bending,Laptop,Partially Visible,Sad,6,6,1.2
8,183,67,Female,50,Morning,Very High,Medium,Black,Upright,No Object,Visible,Neutral,2,24,1.5
24,183,51,Female,57,Morning,Medium,High,Red,Bending,Laptop,Visible,Neutral,9,35,1.75
10,145,79,Male,30,Evening,Low,High,Blue,Moving,Purse,Partially Visible,Neutral,8,53,2.22
11,172,51,Female,43,Night,Medium,Low,Yellow,Bending,Purse,Partially Visible,Neutral,10,11,1.59
20,173,78,Male,36,Morning,High,Low,Red,Moving,Purse,Not Visible,Neutral,6,38,1.77
8,162,65,Male,57,Afternoon,Medium,Low,Blue,Upright,No Object,Visible,Happy,10,6,1.71
15,166,84,Male,28,Afternoon,Medium,Medium,Black,Upright,No Object,Not Visible,Neutral,10,30,1.5
10,180,88,Female,21,Evening,Medium,Medium,Yellow,Mixed,Purse,Partially Visible,Sad,6,41,1.88
8,162,65,Female,30,Morning,High,Low,Yellow,Upright,No Object,Partially Visible,Happy,11,6,1.39
24,147,89,Male,41,Evening,Very High,High,Brown,Bending,Purse,Visible,Neutral,9,45,1.34
8,161,50,Female,57,Afternoon,Medium,Low,Black,Bending,No Object,Visible,Sad,4,59,2.47
6,156,50,Male,51,Night,Low,High,Green,Mixed,Purse,Visible,Neutral,6,21,1.88
18,162,94,Male,12,Afternoon,Medium,Medium,Red,Upright,Laptop,Partially Visible,Neutral,2,46,2.24
22,155,73,Male,36,Afternoon,Medium,Medium,Blue,Upright,No Object,Partially Visible,Happy,5,34,1.99
7,151,67,Female,19,Morning,Very High,Low,Blue,Moving,No Object,Visible,Neutral,4,55,2.0
19,189,52,Female,29,Night,Medium,Medium,Red,Bending,Purse,Visible,Sad,4,37,2.0
15,150,59,Male,57,Night,High,High,Yellow,Bending,No Object,Not Visible,Sad,4,49,1.58
21,176,79,Female,59,Afternoon,Very High,Low,Green,Upright,No Object,Visible,Happy,1,13,1.68
7,177,86,Female,19,Afternoon,High,Medium,Black,Upright,Purse,Partially Visible,Sad,5,19,1.4
24,172,90,Female,18,Night,Low,Medium,Blue,Mixed,No Object,Not Visible,Neutral,3,29,2.21
17,186,65,Male,45,Afternoon,High,Low,Brown,Bending,Purse,Visible,Neutral,3,54,2.29
21,145,67,Female,31,Morning,Medium,Medium,Red,Mixed,No Object,Partially Visible,Happy,9,40,2.1
12,158,53,Male,32,Morning,Medium,Medium,Brown,Mixed,No Object,Partially Visible,Happy,10,16,1.58
23,153,49,Male,53,Evening,Very High,High,Yellow,Bending,No Object,Visible,Neutral,2,53,1.82
17,170,66,Male,56,Morning,Medium,Medium,Green,Bending,Bag,Visible,Neutral,7,39,2.05
7,173,73,Female,55,Morning,Medium,Low,Blue,Bending,Purse,Not Visible,Sad,10,28,1.7
23,185,50,Female,49,Morning,Low,High,Yellow,Moving,No Object,Visible,Happy,7,26,2.07
20,162,65,Female,59,Night,Low,Low,Blue,Bending,No Object,Visible,Sad,1,43,2.51
11,155,77,Female,46,Night,High,High,Blue,Upright,Purse,Visible,Neutral,9,53,1.69
15,186,85,Female,54,Night,High,Medium,Green,Mixed,Purse,Partially Visible,Happy,1,32,1.9
12,175,91,Female,37,Afternoon,High,Low,Purple,Bending,No Object,Visible,Happy,7,51,2.27
15,179,62,Female,14,Afternoon,Medium,Medium,Black,Moving,No Object,Visible,Neutral,6,43,2.22
24,165,64,Female,51,Afternoon,Low,Low,Blue,Upright,No Object,Visible,Sad,6,9,1.87
22,165,88,Female,56,Evening,Medium,High,Black,Upright,Purse,Visible,Happy,3,48,2.3
9,162,79,Female,26,Morning,Medium,High,Green,Bending,Laptop,Partially Visible,Neutral,10,35,1.6
24,178,58,Male,32,Evening,High,Medium,Brown,Moving,Purse,Not Visible,Neutral,2,34,1.68
13,154,79,Male,39,Morning,High,Medium,Black,Upright,Purse,Visible,Neutral,11,38,1.63
19,188,52,Female,43,Afternoon,Very High,Medium,Brown,Upright,No Object,Partially Visible,Neutral,1,8,1.14
20,152,67,Male,44,Afternoon,High,Medium,Black,Moving,Purse,Partially Visible,Sad,4,54,1.91
14,165,60,Female,30,Evening,Medium,Low,Black,Mixed,Purse,Partially Visible,Happy,6,53,2.47
14,159,94,Female,53,Night,High,High,Black,Upright,No Object,Partially Visible,Happy,6,59,1.89
14,173,46,Female,51,Evening,High,Low,Green,Upright,Bag,Visible,Happy,3,38,2.17
22,175,87,Female,57,Afternoon,Very High,Low,Purple,Upright,No Object,Partially Visible,Sad,4,18,1.3
12,186,59,Male,39,Evening,Medium,Low,Blue,Upright,Purse,Partially Visible,Neutral,7,38,2.04
10,180,46,Male,15,Evening,High,High,Yellow,Upright,Purse,Partially Visible,Happy,1,20,1.56
12,156,78,Female,52,Morning,Medium,High,Brown,Bending,Laptop,Visible,Neutral,2,33,1.96
8,154,78,Female,15,Night,High,Low,Black,Bending,No Object,Visible,Neutral,5,49,2.24
12,184,52,Male,21,Night,Very High,Low,Green,Upright,Laptop,Visible,Neutral,1,14,1.53
7,166,46,Female,25,Morning,Very High,High,Black,Upright,No Object,Visible,Happy,1,30,1.42
6,149,50,Male,20,Morning,Low,Medium,Yellow,Mixed,No Object,Visible,Neutral,1,31,2.37
19,182,65,Female,46,Morning,Low,High,Blue,Upright,Laptop,Visible,Neutral,9,56,2.34
6,174,51,Female,33,Evening,High,High,Brown,Moving,No Object,Visible,Happy,2,34,1.76
16,146,80,Female,22,Morning,High,High,Yellow,Upright,Purse,Visible,Happy,3,23,1.59
20,180,48,Male,12,Morning,Very High,Low,Brown,Moving,No Object,Not Visible,Happy,9,26,1.43
19,172,84,Male,22,Evening,Medium,Medium,Blue,Moving,Bag,Partially Visible,Neutral,5,21,1.82
13,172,88,Female,45,Morning,High,High,Black,Upright,Purse,Visible,Happy,5,13,1.37
8,183,80,Female,50,Morning,High,Low,Blue,Bending,No Object,Partially Visible,Neutral,8,44,1.96
23,167,92,Male,26,Morning,Low,High,Purple,Bending,Laptop,Visible,Neutral,7,46,2.22
21,165,91,Male,15,Evening,Low,Medium,Green,Upright,No Object,Visible,Sad,5,15,1.86
17,172,47,Female,38,Afternoon,High,High,Green,Moving,Purse,Partially Visible,Neutral,10,30,1.36
6,153,62,Male,49,Afternoon,Low,Medium,Purple,Upright,Purse,Visible,Neutral,3,46,2.46
5,151,83,Female,15,Evening,High,Low,Green,Upright,Purse,Partially Visible,Neutral,3,43,2.07
11,182,61,Male,50,Morning,Medium,Medium,Blue,Mixed,Purse,Visible,Neutral,6,9,1.61
8,154,81,Male,20,Evening,Medium,Low,Purple,Upright,Laptop,Visible,Sad,10,7,1.44
22,167,83,Male,24,Afternoon,Medium,Low,Brown,Upright,Purse,Visible,Sad,10,8,1.59
9,157,94,Female,41,Evening,Very High,High,Brown,Upright,Bag,Visible,Neutral,9,32,1.22
10,155,61,Female,14,Evening,High,Low,Red,Mixed,No Object,Partially Visible,Neutral,1,55,2.3
24,171,62,Male,26,Evening,High,High,Black,Upright,No Object,Visible,Neutral,9,9,1.07
21,181,46,Male,18,Morning,High,Low,Black,Upright,Purse,Visible,Neutral,2,43,2.17
9,164,59,Female,22,Morning,Medium,Medium,Blue,Bending,No Object,Visible,Neutral,10,45,2.06
12,151,59,Male,49,Evening,Very High,High,Black,Moving,No Object,Partially Visible,Neutral,2,58,1.7
15,156,67,Female,22,Morning,Medium,Medium,Blue,Bending,Purse,Partially Visible,Neutral,2,36,2.02
18,152,66,Female,14,Afternoon,Medium,High,Black,Mixed,Purse,Not Visible,Happy,6,57,2.08
23,184,87,Male,22,Evening,Medium,High,Yellow,Upright,No Object,Partially Visible,Neutral,6,29,1.64
22,159,83,Male,16,Night,Medium,Medium,Yellow,Bending,No Object,Not Visible,Happy,4,19,1.73
24,161,81,Female,41,Evening,High,High,Blue,Bending,No Object,Visible,Neutral,6,58,1.93
5,148,45,Male,58,Night,Medium,Low,Blue,Upright,No Object,Partially Visible,Happy,8,33,2.09
9,165,68,Female,20,Evening,High,Medium,Red,Moving,No Object,Visible,Happy,8,22,1.56
16,186,81,Male,46,Afternoon,Very High,Low,Green,Bending,Laptop,Visible,Happy,8,40,1.97
5,163,57,Female,29,Morning,Medium,High,Red,Upright,No Object,Partially Visible,Neutral,3,28,1.82
12,174,66,Male,15,Evening,Low,Medium,Red,Upright,Laptop,Not Visible,Neutral,7,46,2.23
8,153,81,Female,45,Night,High,Medium,Purple,Upright,Bag,Partially Visible,Neutral,2,45,1.98
23,151,84,Female,22,Afternoon,Low,High,Yellow,Moving,No Object,Visible,Neutral,3,6,1.77
6,177,87,Male,36,Morning,High,Low,Black,Upright,Bag,Partially Visible,Sad,11,33,1.54
7,147,66,Female,36,Morning,Medium,High,Yellow,Mixed,No Object,Visible,Sad,1,52,2.11
8,165,64,Female,40,Evening,Medium,Low,Black,Upright,Purse,Partially Visible,Neutral,6,41,2.17
7,159,64,Female,18,Evening,Medium,Low,Brown,Mixed,Bag,Visible,Neutral,6,44,2.37
16,145,78,Male,24,Morning,Medium,Medium,Purple,Moving,Laptop,Visible,Neutral,3,58,2.49
12,168,65,Male,47,Morning,Medium,Low,Red,Upright,No Object,Visible,Neutral,1,23,2.22
23,188,65,Male,56,Evening,Medium,Medium,Green,Upright,No Object,Not Visible,Happy,2,43,2.21
10,148,53,Female,12,Afternoon,Medium,High,Red,Moving,No Object,Visible,Neutral,9,6,1.4
15,181,68,Female,31,Afternoon,Very High,High,Yellow,Upright,Bag,Visible,Happy,7,13,1.07
18,169,56,Male,54,Afternoon,Low,Low,Yellow,Upright,No Object,Visible,Sad,7,43,2.5
17,177,71,Male,25,Evening,Medium,Low,Yellow,Moving,Purse,Visible,Neutral,2,16,1.99
20,149,89,Female,33,Evening,Low,Low,Brown,Mixed,No Object,Visible,Sad,6,48,2.44
9,184,83,Female,55,Morning,Medium,Medium,Black,Moving,No Object,Partially Visible,Happy,3,52,2.48
15,145,68,Male,58,Morning,Low,Low,Red,Moving,No Object,Visible,Neutral,4,54,2.8
21,185,93,Male,43,Evening,High,Low,Yellow,Bending,No Object,Visible,Neutral,11,7,1.38
22,174,94,Female,45,Evening,Low,High,Purple,Moving,Purse,Visible,Sad,5,22,1.76
17,160,67,Female,41,Morning,High,High,Purple,Upright,No Object,Visible,Sad,1,33,1.52
18,145,83,Female,25,Morning,Medium,High,Green,Moving,No Object,Partially Visible,Happy,7,5,1.34
22,172,62,Female,54,Evening,Medium,Low,Blue,Bending,Purse,Visible,Sad,3,54,2.44
17,148,88,Male,13,Afternoon,Low,Medium,Brown,Bending,No Object,Partially Visible,Sad,1,58,2.53
23,172,63,Male,14,Morning,High,Low,Red,Mixed,Purse,Visible,Sad,8,47,1.83
7,179,57,Male,40,Evening,Very High,Low,Red,Upright,Purse,Visible,Neutral,7,20,1.5
